image_path,caption,width,height,similarity,punsafe,pwatermark,aesthetic_score,clipscore
data/laion_aesthetic_subset\000242.jpg,Guiding Light Bow Fiddle Rock Portknockie  Scotland coast print UK artist Rebecca Vincent sunset sunrise pink blue gold rocks,491.0,332.0,0.3316639363765716,7.279813871718943e-06,0.2633702158927917,6.60843563079834,0.32368872
data/laion_aesthetic_subset\000245.jpg,"""Girl with Wolves Art, 11x17 Magical Forest Painting, White Hair Witch Fine Art Print,  """"Pathfinder""""""",570.0,912.0,0.3883789181709289,0.0007322430610656,0.2403491288423538,6.682313919067383,0.3602683
data/laion_aesthetic_subset\000260.jpg,Arizona saguaro desertscape oil paintings for sale in an impressionistic style.,236.0,294.0,0.3827024102210998,4.5354747157944086e-07,0.2404524981975555,6.541049957275391,0.35396564
data/laion_aesthetic_subset\000261.jpg,African Landscape Painting by Lucie Bilodeau,900.0,564.0,0.3390026986598968,4.584631369652925e-06,1.0,6.6124701499938965,0.33455113
data/laion_aesthetic_subset\000262.jpg,mountain cabin nature landscape geiranger fjord mountain,474.0,301.0,0.3316214680671692,1.252377956006967e-06,0.093759573996067,6.570863246917725,0.33272278
data/laion_aesthetic_subset\000264.jpg,"Wonders Of The Night Sky Night sky long exposure landscape. A man standing on a high rock watching the stars rise into the night sky. Photo composite. awe stock pictures, royalty-free photos & images",450.0,612.0,0.329030692577362,4.0292674384545535e-05,0.2110380381345749,6.541186809539795,0.3394835
data/laion_aesthetic_subset\000266.jpg,"Golden larches reflected on the waters of Lake Federa, Dolomites, Cortina D'Ampezzo, Italy",457.0,305.0,0.3596740663051605,2.535448686558084e-07,0.3615321218967438,6.5655293464660645,0.35127455
data/laion_aesthetic_subset\000268.jpg,Fashion Photography by Miss Aniela,1200.0,1007.0,0.3483908176422119,0.0026056766510009,1.0,6.777698993682861,0.33971483
data/laion_aesthetic_subset\000270.jpg,art blog - Agnes Cecile - empty kingdom,800.0,568.0,0.3348152637481689,0.0001759827136993,0.7294968366622925,6.562338829040527,0.32470328
data/laion_aesthetic_subset\000271.jpg,Portrait of a young man with medallion. Alessandro Botticelli,477.0,700.0,0.3347362875938415,7.883220973781135e-07,0.1554160118103027,6.604421138763428,0.35397762
data/laion_aesthetic_subset\000275.jpg,"Che kan Street Scene (China) , 12 x 16 oil on panel Looking into the sunlight down this small street, I liked the slant of the tree against the right angles of the buildings. A man sat on a small stool and cooked for most of the morning, creating a nice, smoky-blue accent. Set up on the side of the street, I sucked a lot of fossil fuel emissions this session.",600.0,478.0,0.3747504949569702,2.140594233424053e-06,0.0244763065129518,6.769120216369629,0.36579123
data/laion_aesthetic_subset\000280.jpg,"Albert Bierstadt Reproductions-Among the Siera Navada Mountains, California , 1868",700.0,420.0,0.3367423713207245,1.3468164752339362e-06,0.2706758081912994,6.52388334274292,0.3255347
data/laion_aesthetic_subset\000288.jpg,"Helen and her husband Chester, at the Helen Café, 486 6th Street, 1980 Archival Pigment Print, 2016 16 x 20 inches, edition of 5 20 x 24 inches, edition of 2 30 x 40 inches, edition of 2",2500.0,1923.0,0.3566730618476867,3.4465465432731435e-05,0.1623138040304184,6.6398115158081055,0.32004702
data/laion_aesthetic_subset\000306.jpg,Typical Split Bridge - watercolour by John Davis (c),450.0,323.0,0.3454321026802063,1.334052939228059e-07,0.0789245665073394,6.879605293273926,0.32489347
data/laion_aesthetic_subset\000307.jpg,ribblehead-viaduct-2443085_1920,676.0,235.0,0.3222945630550384,4.68105554318754e-06,0.0617286786437034,6.6531291007995605,0.32561257
data/laion_aesthetic_subset\000311.jpg,"Two Jacks Lake, AB, Canada	Sunrise engagement photo shoot with beautiful mountain reflections on the water",480.0,320.0,0.3317650854587555,1.095374500437174e-05,0.5108556151390076,6.563461780548096,0.34575364
data/laion_aesthetic_subset\000313.jpg,Pro-democracy protesters raise their hands as they're detained by police in central Hong Kong,960.0,639.0,0.3505598306655884,5.127450640429743e-05,0.3179831504821777,6.502389430999756,0.35376394
data/laion_aesthetic_subset\000323.jpg,Louis Aston Knight The Cottage at Beaumont 25 5/8 x 32in,640.0,480.0,0.3532604873180389,4.649907623388572e-07,0.0895637795329094,6.802437782287598,0.37159708
data/laion_aesthetic_subset\000325.jpg,A sunrise view in Lake Bled,1023.0,683.0,0.3765625059604645,1.2628705917450134e-05,0.2638972401618957,6.629294872283936,0.36656743
data/laion_aesthetic_subset\000327.jpg,"The Quiet Abode, 1890   Isaac Levitan   Painting Reproduction",400.0,315.0,0.3464342057704925,7.571826472485554e-07,1.0,6.530892372131348,0.33134842
data/laion_aesthetic_subset\000328.jpg,"John William Godward, The Signal, 1899 From the...",500.0,724.0,0.3483519256114959,0.0004484951496124,0.0849707201123237,6.520237445831299,0.32829398
data/laion_aesthetic_subset\000334.jpg,Stunning Panoramic Astrophotography,2048.0,962.0,0.350436270236969,9.509066330792848e-06,0.4562690854072571,6.510296821594238,0.3231183
data/laion_aesthetic_subset\000336.jpg,Construction worker is building New York - 1930,173.0,231.0,0.328960120677948,3.33312782458961e-05,0.1867920160293579,6.669129371643066,0.33913076
data/laion_aesthetic_subset\000338.jpg,"Pear, brass vase and porcelain cup - The Arts Inn Fine Art Gallery",379.0,480.0,0.3537635803222656,2.5964156975533115e-06,0.0504425913095474,6.548232078552246,0.33592823
data/laion_aesthetic_subset\000341.jpg,"Edward Theodore Compton (British, 1849-1921) The Matterhorn 34.5 x 24 cm. (13 1/2 x 9 1/2 in.)",333.0,480.0,0.3198117017745971,1.3085825685266173e-06,0.161493107676506,6.557078838348389,0.3368468
data/laion_aesthetic_subset\000343.jpg,30 Beautiful Paintings by S Ilayaraja | A Must See,640.0,355.0,0.3451535701751709,5.932911517447792e-05,0.2002353221178054,7.094854831695557,0.32762584
data/laion_aesthetic_subset\000345.jpg,Rock Salvation Lighthouses Jigsaw Puzzle,1200.0,903.0,0.3352654576301574,1.6550848158658482e-05,0.0752898752689361,6.7686767578125,0.34141886
data/laion_aesthetic_subset\000349.jpg,Amazing Oil Painting by South Indian Legend Ilaiyaraaja (5),630.0,435.0,0.3179858028888702,1.5082470781635491e-05,0.0925848111510276,7.004947185516357,0.32671115
data/laion_aesthetic_subset\000354.jpg,london-bridge-flood,600.0,600.0,0.3331445157527923,2.745005622273311e-05,0.2754559814929962,6.510961532592773,0.31896988
data/laion_aesthetic_subset\000356.jpg,Art farm animal watercolor painting on canvas art 8x10 artsyhome - Temple At Banaras Ghat Painting By Artist Pandit Mulay Gallerist,1619.0,2400.0,0.3149716258049011,6.918679446243914e-06,0.1464780122041702,6.5016045570373535,0.34139824
data/laion_aesthetic_subset\000360.jpg,Rudy massar portrait of a miner,400.0,400.0,0.3395765721797943,1.8221078789792955e-05,0.1542001366615295,6.657958984375,0.33073062
data/laion_aesthetic_subset\000362.jpg,Frozen Queen by Artgerm,744.0,1074.0,0.3409003317356109,0.00129896402359,0.5860112309455872,6.537301063537598,0.34648615
data/laion_aesthetic_subset\000365.jpg,"St. Anges ,Detroit, church ,urban decay,ruins, abandon,",199.0,300.0,0.3237912356853485,3.195388444510172e-06,0.0638434961438179,6.584505081176758,0.32749435
data/laion_aesthetic_subset\000366.jpg,10 Cloverfield Lane - screenshot 15,500.0,357.0,0.3354387879371643,0.3096950650215149,0.0593154318630695,6.609207630157471,0.33560556
data/laion_aesthetic_subset\000367.jpg,Beautiful blonde woman with flower wreath on her head. Beauty girl with flowers hairstyle. Girl in a summer forest. Fashion photo,450.0,300.0,0.3251133263111114,0.0964954793453216,0.1849217712879181,6.663479804992676,0.33974022
data/laion_aesthetic_subset\000370.jpg,Painting: Still life with tangerines.,600.0,415.0,0.3586919605731964,5.841977213094651e-07,0.0714487135410308,6.606563568115234,0.3255579
data/laion_aesthetic_subset\000372.jpg,"Two common kingfishers, alcedo atthis passing a fish one to another. Animal romantic couple sitting close together on a branch. Colorful wildlife scenery with birds. 스톡 콘텐츠",450.0,300.0,0.3315023183822632,4.955263648298569e-06,0.0562069714069366,6.694113731384277,0.35791457
data/laion_aesthetic_subset\000377.jpg,shirleycaptain-january-shirley-temple-1936-everett,232.0,299.0,0.3539730608463287,0.0002307891845703,0.3825481235980987,6.577500343322754,0.34137332
data/laion_aesthetic_subset\000383.jpg,A small village - Chinese Painting,382.0,384.0,0.3728053271770477,2.959939138236223e-06,0.111924223601818,6.516745090484619,0.37216276
data/laion_aesthetic_subset\000385.jpg,Photographer Captures Powerful Lightning Storms Over Grand Canyon,605.0,404.0,0.3610172569751739,2.282576360812527e-06,0.8788280487060547,6.619527339935303,0.3632418
data/laion_aesthetic_subset\000387.jpg,"Colorful vector Illustration of Prague old city panorama with blossom tree, river Vltava. Landmark of Prague, Czech Republic. Vector illustration of landmark of Prague. Illustration",450.0,290.0,0.3786406517028808,6.170375854708254e-05,0.2075395286083221,6.584787368774414,0.35080454
data/laion_aesthetic_subset\000389.jpg,Sunlight in the forest by Thomas Worthington Whittredge,350.0,353.0,0.3508922159671783,7.478193708720937e-08,0.1337932646274566,6.631767272949219,0.34369832
data/laion_aesthetic_subset\000392.jpg,Woman standing in snowy forest holding,695.0,391.0,0.3339253962039947,0.0001529157161712,0.0949180200695991,6.513031959533691,0.32785964
data/laion_aesthetic_subset\000400.jpg,Jakub Schikaneder 1855-1924 | Czech painter | The Mysterious Moods,747.0,536.0,0.359463095664978,1.7056394199244096e-06,0.1268234401941299,6.52109432220459,0.3244473
data/laion_aesthetic_subset\000402.jpg,Lord of the Rings || Patagonia - Argentina,400.0,267.0,0.3281685411930084,1.0434044952489785e-06,0.0247958153486251,6.812137126922607,0.31780508
data/laion_aesthetic_subset\000403.jpg,"Louis Meijer | A moonlit river landscape with a sailing ship, oil on panel, 30.0 x 41.4 cm, signed l.r.",640.0,465.0,0.3053189516067505,3.2881234801607206e-06,1.0,6.639618396759033,0.3430862
data/laion_aesthetic_subset\000404.jpg,"Sunset with boats on the Exe shoreline at the back of Camperdown Terrace, Exmouth, Devon, England, United Kingdom - p871m2111484 by Baxter Bradford",400.0,320.0,0.3509736955165863,2.071171729767229e-05,0.1199655011296272,6.58773136138916,0.34002045
data/laion_aesthetic_subset\000408.jpg,Pyramid temples in the 15th century Aztec city of Tenochtitlan - now the site of Mexico City,5197.0,3361.0,0.3573034703731537,0.0002138912677764,0.0906276330351829,6.500759601593018,0.3494595
data/laion_aesthetic_subset\000412.jpg,"Palouse wheatfields in evening light, Washington",600.0,234.0,0.3405769467353821,1.1840122624562357e-06,0.1726457625627517,6.511028289794922,0.32125401
data/laion_aesthetic_subset\000413.jpg,water wheel: Falkirk Wheel at sunset. Falkirk Wheel is a rotating boat lift in Scotland and connects the Forth and Clyde Canal with the Union Canal. Long exposure.,450.0,301.0,0.3460530638694763,1.6019624808905064e-06,0.3666360080242157,6.803109645843506,0.33425033
data/laion_aesthetic_subset\000417.jpg,Prague Old Town Squere Painting,900.0,416.0,0.3549126088619232,1.91704930330161e-06,0.1850698888301849,6.598024845123291,0.33904582
data/laion_aesthetic_subset\000424.jpg,Among the Clouds - Mtn. Goat by Jeff Tift,300.0,226.0,0.3359944820404053,2.202792984462576e-06,0.0813052579760551,6.7205071449279785,0.33551395
data/laion_aesthetic_subset\000430.jpg,"Wyoming, Grand Teton, National Park, Moran, Mountains, Snake River, Fall Colors, Fall, Snowstorm, limited edition, photograph, fine art, landscape. oxbow bend, photo",1600.0,1067.0,0.3519771993160248,3.6536391689878656e-06,0.1446955204010009,6.675324440002441,0.3624772
data/laion_aesthetic_subset\000434.jpg,Cottage in the Woods Autumn by Karen Williams-Brusubardis,460.0,350.0,0.3169399797916412,1.8695609469432384e-06,0.074629820883274,6.516398906707764,0.3374365
data/laion_aesthetic_subset\000438.jpg,"Gary Hart Photography: Autumn Morning, North Lake, Eastern Sierra",329.0,219.0,0.3519445657730102,9.216758371621836e-06,0.6030171513557434,6.52375602722168,0.34374306
data/laion_aesthetic_subset\000439.jpg,Autumn at Oxbow Bend,400.0,225.0,0.3594507277011871,5.606239028566051e-07,0.6182330250740051,6.662065029144287,0.34769908
data/laion_aesthetic_subset\000440.jpg,"Bronzino,<em> Portrait of a Lady in Green</em>, c.1528-32, the Royal Collection © 2007, Her Majesty Queen Elizabeth II",500.0,601.0,0.3528520762920379,0.0009338855743408,0.2309378683567047,6.524021148681641,0.35505724
data/laion_aesthetic_subset\000443.jpg,Cottage Country 24 x 30 - By Cynthia McLaren,800.0,1014.0,0.3243125081062317,3.7971029087202623e-05,0.2747746706008911,6.548315525054932,0.31906903
data/laion_aesthetic_subset\000447.jpg,Ribblehead Viaduct And A Grand Yorkshire Walk,400.0,296.0,0.3673406541347503,2.8191273031552555e-06,0.0574336946010589,6.537817001342773,0.3549132
data/laion_aesthetic_subset\000448.jpg,"Hanson Puthuff (American, 1875-1972) Home valley 20 x 25in",604.0,480.0,0.336340457201004,8.798769357554194e-08,0.035608883947134,6.571626663208008,0.3436156
data/laion_aesthetic_subset\000450.jpg,Grand Canal from Accademia,340.0,340.0,0.319314569234848,2.666281034180429e-05,0.132510706782341,6.719920635223389,0.32021078
data/laion_aesthetic_subset\000455.jpg,"Panorama of Charles bridge in Prague, Czech republic",642.0,240.0,0.3132995665073395,3.4705750294961035e-05,0.1387702524662017,6.626960277557373,0.32286805
